STATE,COUNTY,STNAME,CTYNAME,TOT_POP
45,029,South Carolina,Colleton County,2313
45,031,South Carolina,Darlington County,3851
45,033,South Carolina,Dillon County,1983
45,035,South Carolina,Dorchester County,9783
45,037,South Carolina,Edgefield County,1056
45,039,South Carolina,Fairfield County,1050
45,041,South Carolina,Florence County,8285
45,043,South Carolina,Georgetown County,2709
45,045,South Carolina,Greenville County,32491
45,047,South Carolina,Greenwood County,4280
45,049,South Carolina,Hampton County,1018
45,051,South Carolina,Horry County,15916
45,053,South Carolina,Jasper County,1806
45,055,South Carolina,Kershaw County,3847
45,057,South Carolina,Lancaster County,5740
45,059,South Carolina,Laurens County,3994
45,061,South Carolina,Lee County,841
45,063,South Carolina,Lexington County,17044
45,065,South Carolina,McCormick County,256
45,067,South Carolina,Marion County,1771
45,069,South Carolina,Marlboro County,1389
45,071,South Carolina,Newberry County,2165
45,073,South Carolina,Oconee County,3896
45,075,South Carolina,Orangeburg County,4731
45,077,South Carolina,Pickens County,6191
45,079,South Carolina,Richland County,23897
45,081,South Carolina,Saluda County,1205
45,083,South Carolina,Spartanburg County,19623
45,085,South Carolina,Sumter County,7081
45,087,South Carolina,Union County,1550
45,089,South Carolina,Williamsburg County,1555
45,091,South Carolina,York County,16542
46,003,South Dakota,Aurora County,168
46,005,South Dakota,Beadle County,1542
46,007,South Dakota,Bennett County,309
46,009,South Dakota,Bon Homme County,383
46,011,South Dakota,Brookings County,2186
46,013,South Dakota,Brown County,2530
46,015,South Dakota,Brule County,354
46,017,South Dakota,Buffalo County,221
46,019,South Dakota,Butte County,698
46,021,South Dakota,Campbell County,70
46,023,South Dakota,Charles Mix County,810
46,025,South Dakota,Clark County,387
46,027,South Dakota,Clay County,719
46,029,South Dakota,Codington County,1701
46,031,South Dakota,Corson County,424
46,033,South Dakota,Custer County,341
46,035,South Dakota,Davison County,1225
46,037,South Dakota,Day County,292
46,039,South Dakota,Deuel County,262
46,041,South Dakota,Dewey County,734
46,043,South Dakota,Douglas County,226
46,045,South Dakota,Edmunds County,236
46,047,South Dakota,Fall River County,259
46,049,South Dakota,Faulk County,191
46,051,South Dakota,Grant County,450
46,053,South Dakota,Gregory County,261
46,055,South Dakota,Haakon County,117
46,057,South Dakota,Hamlin County,586
46,059,South Dakota,Hand County,178
46,061,South Dakota,Hanson County,259
46,063,South Dakota,Harding County,97
46,065,South Dakota,Hughes County,1175
46,067,South Dakota,Hutchinson County,622
46,069,South Dakota,Hyde County,82
46,071,South Dakota,Jackson County,375
46,073,South Dakota,Jerauld County,121
46,075,South Dakota,Jones County,55
46,077,South Dakota,Kingsbury County,349
46,079,South Dakota,Lake County,700
46,081,South Dakota,Lawrence County,1082
46,083,South Dakota,Lincoln County,4378
46,085,South Dakota,Lyman County,328
46,087,South Dakota,McCook County,458
46,089,South Dakota,McPherson County,143
46,091,South Dakota,Marshall County,404
46,093,South Dakota,Meade County,1515
46,095,South Dakota,Mellette County,218
46,097,South Dakota,Miner County,147
46,099,South Dakota,Minnehaha County,14512
46,101,South Dakota,Moody County,468
46,102,South Dakota,Oglala Lakota County,1415
46,103,South Dakota,Pennington County,7325
46,105,South Dakota,Perkins County,173
46,107,South Dakota,Potter County,105
46,109,South Dakota,Roberts County,911
46,111,South Dakota,Sanborn County,171
46,115,South Dakota,Spink County,409
46,117,South Dakota,Stanley County,220
46,119,South Dakota,Sully County,74
46,121,South Dakota,Todd County,1211
46,123,South Dakota,Tripp County,412
46,125,South Dakota,Turner County,521
46,127,South Dakota,Union County,980
46,129,South Dakota,Walworth County,397
46,135,South Dakota,Yankton County,1344
46,137,South Dakota,Ziebach County,151
47,001,Tennessee,Anderson County,4144
47,003,Tennessee,Bedford County,3326
47,005,Tennessee,Benton County,829
47,007,Tennessee,Bledsoe County,559
47,009,Tennessee,Blount County,6568
47,011,Tennessee,Bradley County,6277
47,013,Tennessee,Campbell County,2214
47,015,Tennessee,Cannon County,878
47,017,Tennessee,Carroll County,1529
47,019,Tennessee,Carter County,2482
47,021,Tennessee,Cheatham County,2282
47,023,Tennessee,Chester County,917
47,025,Tennessee,Claiborne County,1652
47,027,Tennessee,Clay County,347
47,029,Tennessee,Cocke County,1831
47,031,Tennessee,Coffee County,3645
47,033,Tennessee,Crockett County,819
47,035,Tennessee,Cumberland County,2696
47,037,Tennessee,Davidson County,46016
47,039,Tennessee,Decatur County,599
47,041,Tennessee,DeKalb County,1141
47,043,Tennessee,Dickson County,3210
47,045,Tennessee,Dyer County,2295
47,047,Tennessee,Fayette County,2020
47,049,Tennessee,Fentress County,1003
47,051,Tennessee,Franklin County,2165
47,053,Tennessee,Gibson County,3022
47,055,Tennessee,Giles County,1677
47,057,Tennessee,Grainger County,1122
47,059,Tennessee,Greene County,3396
47,061,Tennessee,Grundy County,772
47,063,Tennessee,Hamblen County,3916
47,065,Tennessee,Hamilton County,21231
47,067,Tennessee,Hancock County,362
47,069,Tennessee,Hardeman County,1256
47,071,Tennessee,Hardin County,1289
47,073,Tennessee,Hawkins County,2670
47,075,Tennessee,Haywood County,944
47,077,Tennessee,Henderson County,1628
47,079,Tennessee,Henry County,1673
47,081,Tennessee,Hickman County,1350
47,083,Tennessee,Houston County,427
47,085,Tennessee,Humphreys County,1045
47,087,Tennessee,Jackson County,545
47,089,Tennessee,Jefferson County,2613
47,091,Tennessee,Johnson County,772
47,093,Tennessee,Knox County,26639
47,095,Tennessee,Lake County,289
47,097,Tennessee,Lauderdale County,1489
47,099,Tennessee,Lawrence County,2966
47,101,Tennessee,Lewis County,696
47,103,Tennessee,Lincoln County,1943
47,105,Tennessee,Loudon County,2643
47,107,Tennessee,McMinn County,3008
47,109,Tennessee,McNairy County,1351
47,111,Tennessee,Macon County,1719
47,113,Tennessee,Madison County,6073
47,115,Tennessee,Marion County,1651
47,117,Tennessee,Marshall County,2121
47,119,Tennessee,Maury County,6383
47,121,Tennessee,Meigs County,656
47,123,Tennessee,Monroe County,2470
47,125,Tennessee,Montgomery County,17165
47,127,Tennessee,Moore County,302
47,129,Tennessee,Morgan County,1078
47,131,Tennessee,Obion County,1724
47,133,Tennessee,Overton County,1159
47,135,Tennessee,Perry County,518
47,137,Tennessee,Pickett County,202
47,139,Tennessee,Polk County,834
47,141,Tennessee,Putnam County,4531
47,143,Tennessee,Rhea County,1977
47,145,Tennessee,Roane County,2435
47,147,Tennessee,Robertson County,4442
47,149,Tennessee,Rutherford County,21526
47,151,Tennessee,Scott County,1348
47,153,Tennessee,Sequatchie County,806
47,155,Tennessee,Sevier County,5287
47,157,Tennessee,Shelby County,65043
47,159,Tennessee,Smith County,1208
47,161,Tennessee,Stewart County,744
47,163,Tennessee,Sullivan County,7578
47,165,Tennessee,Sumner County,11523
47,167,Tennessee,Tipton County,3633
47,169,Tennessee,Trousdale County,588
47,171,Tennessee,Unicoi County,813
47,173,Tennessee,Union County,1099
47,175,Tennessee,Van Buren County,334
47,177,Tennessee,Warren County,2440
47,179,Tennessee,Washington County,6344
47,181,Tennessee,Wayne County,678
47,183,Tennessee,Weakley County,1719
47,185,Tennessee,White County,1596
47,187,Tennessee,Williamson County,14028
47,189,Tennessee,Wilson County,8652
48,001,Texas,Anderson County,2948
48,003,Texas,Andrews County,1580
48,005,Texas,Angelina County,5787
48,007,Texas,Aransas County,1098
48,009,Texas,Archer County,456
48,011,Texas,Armstrong County,111
48,013,Texas,Atascosa County,3700
48,015,Texas,Austin County,1753
48,017,Texas,Bailey County,573
48,019,Texas,Bandera County,978
48,021,Texas,Bastrop County,5871
48,023,Texas,Baylor County,207
48,025,Texas,Bee County,1829
48,027,Texas,Bell County,29887
48,029,Texas,Bexar County,138705
48,031,Texas,Blanco County,487
48,033,Texas,Borden County,26
48,035,Texas,Bosque County,982
48,037,Texas,Bowie County,5884
48,039,Texas,Brazoria County,25139
48,041,Texas,Brazos County,13940
48,043,Texas,Brewster County,459
48,045,Texas,Briscoe County,81
48,047,Texas,Brooks County,577
48,049,Texas,Brown County,1977
48,051,Texas,Burleson County,1097
48,053,Texas,Burnet County,2631
48,055,Texas,Caldwell County,2712
48,057,Texas,Calhoun County,1389
48,059,Texas,Callahan County,787
48,061,Texas,Cameron County,33043
48,063,Texas,Camp County,929
48,065,Texas,Carson County,294
48,067,Texas,Cass County,1699
48,069,Texas,Castro County,548
48,071,Texas,Chambers County,3073
48,073,Texas,Cherokee County,3658
48,075,Texas,Childress County,333
48,077,Texas,Clay County,449
48,079,Texas,Cochran County,193
48,081,Texas,Coke County,212
48,083,Texas,Coleman County,405
48,085,Texas,Collin County,62777
48,087,Texas,Collingsworth County,166
48,089,Texas,Colorado County,1340
48,091,Texas,Comal County,8886
48,093,Texas,Comanche County,785
48,095,Texas,Concho County,132
48,097,Texas,Cooke County,2763
48,099,Texas,Coryell County,5125
48,101,Texas,Cottle County,80
48,103,Texas,Crane County,352
48,105,Texas,Crockett County,205
48,107,Texas,Crosby County,354
48,109,Texas,Culberson County,144
48,111,Texas,Dallam County,706
48,113,Texas,Dallas County,192267
48,115,Texas,Dawson County,931
48,117,Texas,Deaf Smith County,1615
48,119,Texas,Delta County,365
48,121,Texas,Denton County,54048
48,123,Texas,DeWitt County,1255
48,125,Texas,Dickens County,101
48,127,Texas,Dimmit County,714
48,129,Texas,Donley County,155
48,131,Texas,Duval County,795
48,133,Texas,Eastland County,1072
48,135,Texas,Ector County,14805
48,137,Texas,Edwards County,112
48,139,Texas,Ellis County,12318
48,141,Texas,El Paso County,60864
48,143,Texas,Erath County,2418
48,145,Texas,Falls County,1016
48,147,Texas,Fannin County,1799
48,149,Texas,Fayette County,1265
48,151,Texas,Fisher County,204
48,153,Texas,Floyd County,373
48,155,Texas,Foard County,50
48,157,Texas,Fort Bend County,54046
48,159,Texas,Franklin County,562
48,161,Texas,Freestone County,1155
48,163,Texas,Frio County,1284
48,165,Texas,Gaines County,2255
48,167,Texas,Galveston County,21251
48,169,Texas,Garza County,265
48,171,Texas,Gillespie County,1326
48,173,Texas,Glasscock County,90
48,175,Texas,Goliad County,423
48,177,Texas,Gonzales County,1494
48,179,Texas,Gray County,1443
48,181,Texas,Grayson County,8593
48,183,Texas,Gregg County,8613
48,185,Texas,Grimes County,1649
48,187,Texas,Guadalupe County,10238
48,189,Texas,Hale County,2169
48,191,Texas,Hall County,118
48,193,Texas,Hamilton County,493
48,195,Texas,Hansford County,415
48,197,Texas,Hardeman County,192
48,199,Texas,Hardin County,3580
48,201,Texas,Harris County,348188
48,203,Texas,Harrison County,4089
48,205,Texas,Hartley County,316
48,207,Texas,Haskell County,221
48,209,Texas,Hays County,14036
48,211,Texas,Hemphill County,256
48,213,Texas,Henderson County,4465
48,215,Texas,Hidalgo County,74784
48,217,Texas,Hill County,2145
48,219,Texas,Hockley County,1556
48,221,Texas,Hood County,3351
48,223,Texas,Hopkins County,2330
48,225,Texas,Houston County,1136
48,227,Texas,Howard County,2334
48,229,Texas,Hudspeth County,266
48,231,Texas,Hunt County,6216
48,233,Texas,Hutchinson County,1376
48,235,Texas,Irion County,84
48,237,Texas,Jack County,470
48,239,Texas,Jackson County,1045
48,241,Texas,Jasper County,2217
48,243,Texas,Jeff Davis County,30
48,245,Texas,Jefferson County,17337
48,247,Texas,Jim Hogg County,369
48,249,Texas,Jim Wells County,2860
48,251,Texas,Johnson County,11596
48,253,Texas,Jones County,867
48,255,Texas,Karnes County,918
48,257,Texas,Kaufman County,9847
48,259,Texas,Kendall County,2277
48,261,Texas,Kenedy County,16
48,263,Texas,Kent County,34
48,265,Texas,Kerr County,2716
48,267,Texas,Kimble County,209
48,269,Texas,King County,14
48,271,Texas,Kinney County,180
48,273,Texas,Kleberg County,1996
48,275,Texas,Knox County,249
48,277,Texas,Lamar County,3255
48,279,Texas,Lamb County,901
48,281,Texas,Lampasas County,1108
48,283,Texas,La Salle County,413
48,285,Texas,Lavaca County,1164
48,287,Texas,Lee County,1033
48,289,Texas,Leon County,1055
48,291,Texas,Liberty County,6405
48,293,Texas,Limestone County,1431
48,295,Texas,Lipscomb County,186
48,297,Texas,Live Oak County,676
48,299,Texas,Llano County,900
48,301,Texas,Loving County,11
48,303,Texas,Lubbock County,20308
48,305,Texas,Lynn County,408
48,307,Texas,McCulloch County,422
48,309,Texas,McLennan County,17487
48,311,Texas,McMullen County,40
48,313,Texas,Madison County,807
48,315,Texas,Marion County,441
48,317,Texas,Martin County,483
48,319,Texas,Mason County,209
48,321,Texas,Matagorda County,2664
48,323,Texas,Maverick County,5334
48,325,Texas,Medina County,3077
48,327,Texas,Menard County,85
48,329,Texas,Midland County,15465
48,331,Texas,Milam County,1448
48,333,Texas,Mills County,206
48,335,Texas,Mitchell County,462
48,337,Texas,Montague County,1165
48,339,Texas,Montgomery County,40376
48,341,Texas,Moore County,1921
48,343,Texas,Morris County,728
48,345,Texas,Motley County,59
48,347,Texas,Nacogdoches County,4060
48,349,Texas,Navarro County,3626
48,351,Texas,Newton County,604
48,353,Texas,Nolan County,984
48,355,Texas,Nueces County,23692
48,357,Texas,Ochiltree County,799
48,359,Texas,Oldham County,70
48,361,Texas,Orange County,5546
48,363,Texas,Palo Pinto County,1793
48,365,Texas,Panola County,1334
48,367,Texas,Parker County,8770
48,369,Texas,Parmer County,744
48,371,Texas,Pecos County,998
48,373,Texas,Polk County,2701
48,375,Texas,Potter County,8699
48,377,Texas,Presidio County,511
48,379,Texas,Rains County,655
48,381,Texas,Randall County,8550
48,383,Texas,Reagan County,297
48,385,Texas,Real County,151
48,387,Texas,Red River County,583
48,389,Texas,Reeves County,1002
48,391,Texas,Refugio County,394
48,393,Texas,Roberts County,50
48,395,Texas,Robertson County,1083
48,397,Texas,Rockwall County,6441
48,399,Texas,Runnels County,596
48,401,Texas,Rusk County,3003
48,403,Texas,Sabine County,507
48,405,Texas,San Augustine County,420
48,407,Texas,San Jacinto County,1558
48,409,Texas,San Patricio County,4692
48,411,Texas,San Saba County,329
48,413,Texas,Schleicher County,113
48,415,Texas,Scurry County,1116
48,417,Texas,Shackelford County,182
48,419,Texas,Shelby County,1794
48,421,Texas,Sherman County,193
48,423,Texas,Smith County,15557
48,425,Texas,Somervell County,452
48,427,Texas,Starr County,6092
48,429,Texas,Stephens County,526
48,431,Texas,Sterling County,92
48,433,Texas,Stonewall County,78
48,435,Texas,Sutton County,240
48,437,Texas,Swisher County,446
48,439,Texas,Tarrant County,143530
48,441,Texas,Taylor County,10125
48,443,Texas,Terrell County,41
48,445,Texas,Terry County,937
48,447,Texas,Throckmorton County,63
48,449,Texas,Titus County,2591
48,451,Texas,Tom Green County,7961
48,453,Texas,Travis County,77129
48,455,Texas,Trinity County,763
48,457,Texas,Tyler County,1055
48,459,Texas,Upshur County,2414
48,461,Texas,Upton County,256
48,463,Texas,Uvalde County,1924
48,465,Texas,Val Verde County,4065
48,467,Texas,Van Zandt County,3340
48,469,Texas,Victoria County,6303
48,471,Texas,Walker County,2981
48,473,Texas,Waller County,3618
48,475,Texas,Ward County,952
48,477,Texas,Washington County,1994
48,479,Texas,Webb County,24736
48,481,Texas,Wharton County,2825
48,483,Texas,Wheeler County,312
48,485,Texas,Wichita County,8292
48,487,Texas,Wilbarger County,757
48,489,Texas,Willacy County,1335
48,491,Texas,Williamson County,37425
48,493,Texas,Wilson County,2984
48,495,Texas,Winkler County,596
48,497,Texas,Wise County,4365
48,499,Texas,Wood County,2165
48,501,Texas,Yoakum County,783
48,503,Texas,Young County,1063
48,505,Texas,Zapata County,1214
48,507,Texas,Zavala County,847
49,001,Utah,Beaver County,557
49,003,Utah,Box Elder County,4487
49,005,Utah,Cache County,10552
49,007,Utah,Carbon County,1260
49,009,Utah,Daggett County,41
49,011,Utah,Davis County,28838
49,013,Utah,Duchesne County,1790
49,015,Utah,Emery County,615
49,017,Utah,Garfield County,293
49,019,Utah,Grand County,563
49,021,Utah,Iron County,4083
49,023,Utah,Juab County,1042
49,025,Utah,Kane County,456
49,027,Utah,Millard County,1017
49,029,Utah,Morgan County,859
49,031,Utah,Piute County,61
49,033,Utah,Rich County,176
49,035,Utah,Salt Lake County,83687
49,037,Utah,San Juan County,1101
49,039,Utah,Sanpete County,1883
49,041,Utah,Sevier County,1597
49,043,Utah,Summit County,2206
49,045,Utah,Tooele County,5686
49,047,Utah,Uintah County,2943
49,049,Utah,Utah County,58343
49,051,Utah,Wasatch County,2535
49,053,Utah,Washington County,11493
49,055,Utah,Wayne County,161
49,057,Utah,Weber County,19478
50,001,Vermont,Addison County,1563
50,003,Vermont,Bennington County,1642
50,005,Vermont,Caledonia County,1423
50,007,Vermont,Chittenden County,7457
50,009,Vermont,Essex County,276
50,011,Vermont,Franklin County,2887
50,013,Vermont,Grand Isle County,335
50,015,Vermont,Lamoille County,1287
50,017,Vermont,Orange County,1350
50,019,Vermont,Orleans County,1295
50,021,Vermont,Rutland County,2565
50,023,Vermont,Washington County,2729
50,025,Vermont,Windham County,1845
50,027,Vermont,Windsor County,2389
51,001,Virginia,Accomack County,1811
51,003,Virginia,Albemarle County,5721
51,005,Virginia,Alleghany County,650
51,007,Virginia,Amelia County,724
51,009,Virginia,Amherst County,1638
51,011,Virginia,Appomattox County,925
51,013,Virginia,Arlington County,13688
51,015,Virginia,Augusta County,3199
51,017,Virginia,Bath County,168
51,019,Virginia,Bedford County,3626
51,021,Virginia,Bland County,244
51,023,Virginia,Botetourt County,1401
51,025,Virginia,Brunswick County,711
51,027,Virginia,Buchanan County,872
51,029,Virginia,Buckingham County,697
51,031,Virginia,Campbell County,2705
51,033,Virginia,Caroline County,1934
51,035,Virginia,Carroll County,1237
51,036,Virginia,Charles City County,260
51,037,Virginia,Charlotte County,663
51,041,Virginia,Chesterfield County,21055
51,043,Virginia,Clarke County,637
51,045,Virginia,Craig County,210
51,047,Virginia,Culpeper County,3402
51,049,Virginia,Cumberland County,459
51,051,Virginia,Dickenson County,679
51,053,Virginia,Dinwiddie County,1330
51,057,Virginia,Essex County,536
51,059,Virginia,Fairfax County,71841
51,061,Virginia,Fauquier County,4054
51,063,Virginia,Floyd County,750
51,065,Virginia,Fluvanna County,1432
51,067,Virginia,Franklin County,2538
51,069,Virginia,Frederick County,5224
51,071,Virginia,Giles County,881
51,073,Virginia,Gloucester County,1871
51,075,Virginia,Goochland County,888
51,077,Virginia,Grayson County,616
51,079,Virginia,Greene County,1229
51,081,Virginia,Greensville County,462
51,083,Virginia,Halifax County,1787
51,085,Virginia,Hanover County,5361
51,087,Virginia,Henrico County,19798
51,089,Virginia,Henry County,2270
51,091,Virginia,Highland County,97
51,093,Virginia,Isle of Wight County,1963
51,095,Virginia,James City County,3727
51,097,Virginia,King and Queen County,325
51,099,Virginia,King George County,1579
51,101,Virginia,King William County,1009
51,103,Virginia,Lancaster County,426
51,105,Virginia,Lee County,1055
51,107,Virginia,Loudoun County,28241
51,109,Virginia,Louisa County,2029
51,111,Virginia,Lunenburg County,644
51,113,Virginia,Madison County,678
51,115,Virginia,Mathews County,343
51,117,Virginia,Mecklenburg County,1534
51,119,Virginia,Middlesex County,471
51,121,Virginia,Montgomery County,4085
51,125,Virginia,Nelson County,706
51,127,Virginia,New Kent County,1179
51,131,Virginia,Northampton County,593
51,133,Virginia,Northumberland County,433
51,135,Virginia,Nottoway County,797
51,137,Virginia,Orange County,2167
51,139,Virginia,Page County,1265
51,141,Virginia,Patrick County,735
51,143,Virginia,Pittsylvania County,2569
51,145,Virginia,Powhatan County,1333
51,147,Virginia,Prince Edward County,1085
51,149,Virginia,Prince George County,2213
51,153,Virginia,Prince William County,33982
51,155,Virginia,Pulaski County,1597
51,157,Virginia,Rappahannock County,286
51,159,Virginia,Richmond County,381
51,161,Virginia,Roanoke County,4172
51,163,Virginia,Rockbridge County,904
51,165,Virginia,Rockingham County,4557
51,167,Virginia,Russell County,1247
51,169,Virginia,Scott County,892
51,171,Virginia,Shenandoah County,2399
51,173,Virginia,Smyth County,1418
51,175,Virginia,Southampton County,738
51,177,Virginia,Spotsylvania County,8321
51,179,Virginia,Stafford County,9726
51,181,Virginia,Surry County,291
51,183,Virginia,Sussex County,442
51,185,Virginia,Tazewell County,2068
51,187,Virginia,Warren County,2372
51,191,Virginia,Washington County,2314
51,193,Virginia,Westmoreland County,979
51,195,Virginia,Wise County,1712
51,197,Virginia,Wythe County,1474
51,199,Virginia,York County,3632
51,510,Virginia,Alexandria city,11012
51,520,Virginia,Bristol city,847
51,530,Virginia,Buena Vista city,402
51,540,Virginia,Charlottesville city,2562
51,550,Virginia,Chesapeake city,15348
51,570,Virginia,Colonial Heights city,1198
51,580,Virginia,Covington city,301
51,590,Virginia,Danville city,2316
51,595,Virginia,Emporia city,334
51,600,Virginia,Fairfax city,2401
51,610,Virginia,Falls Church city,907
51,620,Virginia,Franklin city,653
51,630,Virginia,Fredericksburg city,1952
51,640,Virginia,Galax city,397
51,650,Virginia,Hampton city,8230
51,660,Virginia,Harrisonburg city,2790
51,670,Virginia,Hopewell city,1683
51,678,Virginia,Lexington city,382
51,680,Virginia,Lynchburg city,5195
51,683,Virginia,Manassas city,3482
51,685,Virginia,Manassas Park city,778
51,690,Virginia,Martinsville city,910
51,700,Virginia,Newport News city,13125
51,710,Virginia,Norfolk city,15571
51,720,Virginia,Norton city,231
51,730,Virginia,Petersburg city,2641
51,735,Virginia,Poquoson city,581
51,740,Virginia,Portsmouth city,6854
51,750,Virginia,Radford city,640
51,760,Virginia,Richmond city,13338
51,770,Virginia,Roanoke city,6481
51,775,Virginia,Salem city,1291
51,790,Virginia,Staunton city,1577
51,800,Virginia,Suffolk city,5972
51,810,Virginia,Virginia Beach city,27905
51,820,Virginia,Waynesboro city,1621
51,830,Virginia,Williamsburg city,441
51,840,Virginia,Winchester city,1759
53,001,Washington,Adams County,1917
53,003,Washington,Asotin County,1160
53,005,Washington,Benton County,14152
53,007,Washington,Chelan County,4738
53,009,Washington,Clallam County,3360
53,011,Washington,Clark County,29255
53,013,Washington,Columbia County,189
53,015,Washington,Cowlitz County,6746
53,017,Washington,Douglas County,2841
53,019,Washington,Ferry County,338
53,021,Washington,Franklin County,8315
53,023,Washington,Garfield County,166
53,025,Washington,Grant County,7535
53,027,Washington,Grays Harbor County,3928
53,029,Washington,Island County,4737
53,031,Washington,Jefferson County,943
53,033,Washington,King County,127399
53,035,Washington,Kitsap County,15409
53,037,Washington,Kittitas County,2192
53,039,Washington,Klickitat County,1114
53,041,Washington,Lewis County,4760
53,043,Washington,Lincoln County,596
53,045,Washington,Mason County,3527
53,047,Washington,Okanogan County,2548
53,049,Washington,Pacific County,896
53,051,Washington,Pend Oreille County,645
53,053,Washington,Pierce County,59483
53,055,Washington,San Juan County,492
53,057,Washington,Skagit County,7493
53,059,Washington,Skamania County,521
53,061,Washington,Snohomish County,51997
53,063,Washington,Spokane County,31201
53,065,Washington,Stevens County,2368
53,067,Washington,Thurston County,16653
53,069,Washington,Wahkiakum County,156
53,071,Washington,Walla Walla County,3203
53,073,Washington,Whatcom County,11768
53,075,Washington,Whitman County,2077
53,077,Washington,Yakima County,19658
54,001,West Virginia,Barbour County,829
54,003,West Virginia,Berkeley County,7265
54,005,West Virginia,Boone County,1074
54,007,West Virginia,Braxton County,670
54,009,West Virginia,Brooke County,1018
54,011,West Virginia,Cabell County,4944
54,013,West Virginia,Calhoun County,305
54,015,West Virginia,Clay County,454
54,017,West Virginia,Doddridge County,301
54,019,West Virginia,Fayette County,2159
54,021,West Virginia,Gilmer County,275
54,023,West Virginia,Grant County,644
54,025,West Virginia,Greenbrier County,1783
54,027,West Virginia,Hampshire County,1035
54,029,West Virginia,Hancock County,1281
54,031,West Virginia,Hardy County,737
54,033,West Virginia,Harrison County,3643
54,035,West Virginia,Jackson County,1488
54,037,West Virginia,Jefferson County,3058
54,039,West Virginia,Kanawha County,9309
54,041,West Virginia,Lewis County,849
54,043,West Virginia,Lincoln County,1115
54,045,West Virginia,Logan County,1720
54,047,West Virginia,McDowell County,913
54,049,West Virginia,Marion County,3095
54,051,West Virginia,Marshall County,1449
54,053,West Virginia,Mason County,1401
54,055,West Virginia,Mercer County,3323
54,057,West Virginia,Mineral County,1379
54,059,West Virginia,Mingo County,1471
54,061,West Virginia,Monongalia County,5218
54,063,West Virginia,Monroe County,634
54,065,West Virginia,Morgan County,731
54,067,West Virginia,Nicholas County,1257
54,069,West Virginia,Ohio County,2093
54,071,West Virginia,Pendleton County,319
54,073,West Virginia,Pleasants County,372
54,075,West Virginia,Pocahontas County,397
54,077,West Virginia,Preston County,1669
54,079,West Virginia,Putnam County,2875
54,081,West Virginia,Raleigh County,3835
54,083,West Virginia,Randolph County,1513
54,085,West Virginia,Ritchie County,476
54,087,West Virginia,Roane County,618
54,089,West Virginia,Summers County,487
54,091,West Virginia,Taylor County,780
54,093,West Virginia,Tucker County,270
54,095,West Virginia,Tyler County,404
54,097,West Virginia,Upshur County,1201
54,099,West Virginia,Wayne County,1915
54,101,West Virginia,Webster County,363
54,103,West Virginia,Wetzel County,775
54,105,West Virginia,Wirt County,267
54,107,West Virginia,Wood County,4606
54,109,West Virginia,Wyoming County,963
55,001,Wisconsin,Adams County,678
55,003,Wisconsin,Ashland County,902
55,005,Wisconsin,Barron County,2459
55,007,Wisconsin,Bayfield County,679
55,009,Wisconsin,Brown County,16487
55,011,Wisconsin,Buffalo County,705
55,013,Wisconsin,Burnett County,657
55,015,Wisconsin,Calumet County,2583
55,017,Wisconsin,Chippewa County,3529
55,019,Wisconsin,Clark County,2814
55,021,Wisconsin,Columbia County,3085
55,023,Wisconsin,Crawford County,769
55,025,Wisconsin,Dane County,29851
55,027,Wisconsin,Dodge County,4029
55,029,Wisconsin,Door County,1089
55,031,Wisconsin,Douglas County,2094
55,033,Wisconsin,Dunn County,2343
55,035,Wisconsin,Eau Claire County,5801
55,037,Wisconsin,Florence County,149
55,039,Wisconsin,Fond du Lac County,5467
55,041,Wisconsin,Forest County,505
55,043,Wisconsin,Grant County,2902
55,045,Wisconsin,Green County,1971
55,047,Wisconsin,Green Lake County,1077
55,049,Wisconsin,Iowa County,1284
55,051,Wisconsin,Iron County,176
55,053,Wisconsin,Jackson County,1195
55,055,Wisconsin,Jefferson County,4296
55,057,Wisconsin,Juneau County,1403
55,059,Wisconsin,Kenosha County,9526
55,061,Wisconsin,Kewaunee County,1068
55,063,Wisconsin,La Crosse County,5937
55,065,Wisconsin,Lafayette County,1033
55,067,Wisconsin,Langlade County,949
55,069,Wisconsin,Lincoln County,1288
55,071,Wisconsin,Manitowoc County,3977
55,073,Wisconsin,Marathon County,7871
55,075,Wisconsin,Marinette County,1881
55,077,Wisconsin,Marquette County,744
55,078,Wisconsin,Menominee County,427
55,079,Wisconsin,Milwaukee County,64264
55,081,Wisconsin,Monroe County,3087
55,083,Wisconsin,Oconto County,1909
55,085,Wisconsin,Oneida County,1597
55,087,Wisconsin,Outagamie County,11520
55,089,Wisconsin,Ozaukee County,4636
55,091,Wisconsin,Pepin County,400
55,093,Wisconsin,Pierce County,2093
55,095,Wisconsin,Polk County,2151
55,097,Wisconsin,Portage County,3476
55,099,Wisconsin,Price County,583
55,101,Wisconsin,Racine County,11821
55,103,Wisconsin,Richland County,879
55,105,Wisconsin,Rock County,9882
55,107,Wisconsin,Rusk County,744
55,109,Wisconsin,St. Croix County,5468
55,111,Wisconsin,Sauk County,3829
55,113,Wisconsin,Sawyer County,779
55,115,Wisconsin,Shawano County,2202
55,117,Wisconsin,Sheboygan County,6319
55,119,Wisconsin,Taylor County,1166
55,121,Wisconsin,Trempealeau County,2109
55,123,Wisconsin,Vernon County,2089
55,125,Wisconsin,Vilas County,984
55,127,Wisconsin,Walworth County,5016
55,129,Wisconsin,Washburn County,710
55,131,Wisconsin,Washington County,7010
55,133,Wisconsin,Waukesha County,20848
55,135,Wisconsin,Waupaca County,2564
